Freq:2:1.2:1.3
Nodes:3

#time  node1  node2     pathloss 
673.002446793  3  2 1000.000000 139.973101
674.000005000  1  3 148.774865  1000.000000
674.002446813  3  2 1000.000000 139.945373
675.000005000  1  3 148.791550  1000.000000
675.002446833  3  2 1000.000000 139.917600
676.000005000  1  3 148.805442  1000.000000
676.002446850  3  2 1000.000000 139.894423
677.000005000  1  3 148.822098  1000.000000
677.002446870  3  2 1000.000000 139.866568
678.000005000  1  3 148.835965  1000.000000
678.002446887  3  2 1000.000000 139.843322
679.000005000  1  3 148.852592  1000.000000
679.002446907  3  2 1000.000000 139.815386
680.000005000  1  3 148.866435  1000.000000
680.002446923  3  2 1000.000000 139.792071
681.000005000  1  3 148.883032  1000.000000
681.002446943  3  2 1000.000000 139.764052
682.000005000  1  3 148.896851  1000.000000
682.002446960  3  2 1000.000000 139.740668
683.000005000  1  3 148.913419  1000.000000
683.002446980  3  2 1000.000000 139.712566
684.000005000  1  3 148.929972  1000.000000
684.002447000  3  2 1000.000000 139.684419
685.000005000  1  3 148.943753  1000.000000
685.002447017  3  2 1000.000000 139.660927
686.000005000  1  3 148.960277  1000.000000
686.002447037  3  2 1000.000000 139.632696
687.000005000  1  3 148.974034  1000.000000
687.002447053  3  2 1000.000000 139.609134
688.000005000  1  3 148.990529  1000.000000
688.002447073  3  2 1000.000000 139.580819
689.000005000  1  3 149.004263  1000.000000
689.002447090  3  2 1000.000000 139.557187
690.000005000  1  3 149.020729  1000.000000
690.002447110  3  2 1000.000000 139.528786
691.000005000  1  3 149.034439  1000.000000
691.002447127  3  2 1000.000000 139.505083
692.000005000  1  3 149.050877  1000.000000
692.002447147  3  2 1000.000000 139.476597
693.000005000  1  3 149.067299  1000.000000
693.002447167  3  2 1000.000000 139.448064
694.000005000  1  3 149.080972  1000.000000
694.002447183  3  2 1000.000000 139.424251
695.000005000  1  3 149.097365  1000.000000
695.002447203  3  2 1000.000000 139.395632
696.000005000  1  3 149.111015  1000.000000
696.002447220  3  2 1000.000000 139.371747
697.000005000  1  3 149.127380  1000.000000
697.002447240  3  2 1000.000000 139.343041
698.000005000  1  3 149.141006  1000.000000
698.002447257  3  2 1000.000000 139.319083
699.000005000  1  3 149.157343  1000.000000
699.002447277  3  2 1000.000000 139.290290
700.000005000  1  3 149.170946  1000.000000
700.002447293  3  2 1000.000000 139.266259
701.000005000  1  3 149.187255  1000.000000
701.002447313  3  2 1000.000000 139.237379
702.000005000  1  3 149.203549  1000.000000
702.002447333  3  2 1000.000000 139.208450
703.000005000  1  3 149.217115  1000.000000
703.002447350  3  2 1000.000000 139.184305
704.000005000  1  3 149.233381  1000.000000
704.002447370  3  2 1000.000000 139.155288
705.000005000  1  3 149.246924  1000.000000
705.002447387  3  2 1000.000000 139.131070
706.000005000  1  3 149.263162  1000.000000
706.002447407  3  2 1000.000000 139.101963
707.000005000  1  3 149.276682  1000.000000
707.002447423  3  2 1000.000000 139.077670
708.000005000  1  3 149.292892  1000.000000
708.002447443  3  2 1000.000000 139.048474
709.000005000  1  3 149.306389  1000.000000
709.002447460  3  2 1000.000000 139.024106
710.000005000  1  3 149.322571  1000.000000
710.002447480  3  2 1000.000000 138.994820
711.000005000  1  3 149.338738  1000.000000
711.002447500  3  2 1000.000000 138.965484
712.000005000  1  3 149.352200  1000.000000
712.002447517  3  2 1000.000000 138.940999
713.000005000  1  3 149.368339  1000.000000
713.002447537  3  2 1000.000000 138.911572
714.000005000  1  3 149.381778  1000.000000
714.002447553  3  2 1000.000000 138.887011
715.000005000  1  3 149.397890  1000.000000
715.002447573  3  2 1000.000000 138.857493
716.000005000  1  3 149.411306  1000.000000
716.002447590  3  2 1000.000000 138.832855
717.000005000  1  3 149.427391  1000.000000
717.002447610  3  2 1000.000000 138.803244
718.000005000  1  3 149.440783  1000.000000
718.002447627  3  2 1000.000000 138.778530
719.000005000  1  3 149.456841  1000.000000
719.002447647  3  2 1000.000000 138.748826
720.000005000  1  3 149.472884  1000.000000
720.002447667  3  2 1000.000000 138.719071
721.000005000  1  3 149.486242  1000.000000
721.002447683  3  2 1000.000000 138.694237
722.000005000  1  3 149.502257  1000.000000
722.002447703  3  2 1000.000000 138.664388
723.000005000  1  3 149.515593  1000.000000
723.002447720  3  2 1000.000000 138.639475
724.000005000  1  3 149.531581  1000.000000
724.002447740  3  2 1000.000000 138.609533
725.000005000  1  3 149.544894  1000.000000
725.002447757  3  2 1000.000000 138.584541
726.000005000  1  3 149.560856  1000.000000
726.002447777  3  2 1000.000000 138.554503
727.000005000  1  3 149.574146  1000.000000
727.002447793  3  2 1000.000000 138.529432
728.000005000  1  3 149.590081  1000.000000
728.002447813  3  2 1000.000000 138.499299
729.000005000  1  3 149.606002  1000.000000
729.002447833  3  2 1000.000000 138.469113
730.000005000  1  3 149.619257  1000.000000
730.002447850  3  2 1000.000000 138.443919
731.000005000  1  3 149.635151  1000.000000
731.002447870  3  2 1000.000000 138.413637
732.000005000  1  3 149.648385  1000.000000
732.002447887  3  2 1000.000000 138.388361
733.000005000  1  3 149.664252  1000.000000
733.002447907  3  2 1000.000000 138.357982
734.000005000  1  3 149.677463  1000.000000
734.002447923  3  2 1000.000000 138.332626
735.000005000  1  3 149.693304  1000.000000
735.002447943  3  2 1000.000000 138.302149
736.000005000  1  3 149.706493  1000.000000
736.002447960  3  2 1000.000000 138.276711
737.000005000  1  3 149.722307  1000.000000
737.002447980  3  2 1000.000000 138.246135
738.000005000  1  3 149.738107  1000.000000
738.002448000  3  2 1000.000000 138.215506
739.000005000  1  3 149.751263  1000.000000
739.002448017  3  2 1000.000000 138.189941
740.000005000  1  3 149.767036  1000.000000
740.002448037  3  2 1000.000000 138.159212
741.000005000  1  3 149.780169  1000.000000
741.002448053  3  2 1000.000000 138.133564
742.000005000  1  3 149.795917  1000.000000
742.002448073  3  2 1000.000000 138.102735
743.000005000  1  3 149.809028  1000.000000
743.002448090  3  2 1000.000000 138.077003
744.000005000  1  3 149.824750  1000.000000
744.002448110  3  2 1000.000000 138.046074
745.000005000  1  3 149.837840  1000.000000
745.002448127  3  2 1000.000000 138.020258
746.000005000  1  3 149.853535  1000.000000
746.002448147  3  2 1000.000000 137.989228
747.000005000  1  3 149.869215  1000.000000
747.002448167  3  2 1000.000000 137.958142
748.000005000  1  3 149.882272  1000.000000
748.002448183  3  2 1000.000000 137.932195
749.000005000  1  3 149.897927  1000.000000
749.002448203  3  2 1000.000000 137.901006
750.000005000  1  3 149.910962  1000.000000
750.002448220  3  2 1000.000000 137.874973
751.000005000  1  3 149.926591  1000.000000
751.002448240  3  2 1000.000000 137.843682
752.000005000  1  3 149.939605  1000.000000
752.002448257  3  2 1000.000000 137.817563
753.000005000  1  3 149.955208  1000.000000
753.002448277  3  2 1000.000000 137.786168
754.000005000  1  3 149.968200  1000.000000
754.002448293  3  2 1000.000000 137.759963
755.000005000  1  3 149.983778  1000.000000
755.002448313  3  2 1000.000000 137.728464
756.000005000  1  3 149.999342  1000.000000
756.002448333  3  2 1000.000000 137.696907
757.000005000  1  3 150.012301  1000.000000
757.002448350  3  2 1000.000000 137.670566
758.000005000  1  3 150.027839  1000.000000
758.002448370  3  2 1000.000000 137.638905
759.000005000  1  3 150.040777  1000.000000
759.002448387  3  2 1000.000000 137.612476
760.000005000  1  3 150.056290  1000.000000
760.002448407  3  2 1000.000000 137.580708
761.000005000  1  3 150.069207  1000.000000
761.002448423  3  2 1000.000000 137.554190
762.000005000  1  3 150.084694  1000.000000
762.002448443  3  2 1000.000000 137.522315
763.000005000  1  3 150.097590  1000.000000
763.002448460  3  2 1000.000000 137.495708
764.000005000  1  3 150.113052  1000.000000
764.002448480  3  2 1000.000000 137.463725
765.000005000  1  3 150.128501  1000.000000
765.002448500  3  2 1000.000000 137.431684
766.000005000  1  3 150.141364  1000.000000
766.002448517  3  2 1000.000000 137.404938
767.000005000  1  3 150.156787  1000.000000
767.002448537  3  2 1000.000000 137.372788
768.000005000  1  3 150.169629  1000.000000
768.002448553  3  2 1000.000000 137.345950
769.000005000  1  3 150.185028  1000.000000
769.002448573  3  2 1000.000000 137.313691
770.000005000  1  3 150.197849  1000.000000
770.002448590  3  2 1000.000000 137.286762
771.000005000  1  3 150.213222  1000.000000
771.002448610  3  2 1000.000000 137.254392
772.000005000  1  3 150.226023  1000.000000
772.002448627  3  2 1000.000000 137.227371
773.000005000  1  3 150.241371  1000.000000
773.002448647  3  2 1000.000000 137.194890
774.000005000  1  3 150.256706  1000.000000
774.002448667  3  2 1000.000000 137.162349
775.000005000  1  3 150.269475  1000.000000
775.002448683  3  2 1000.000000 137.135184
776.000005000  1  3 150.284785  1000.000000
776.002448703  3  2 1000.000000 137.102530
777.000005000  1  3 150.297533  1000.000000
777.002448720  3  2 1000.000000 137.075272
778.000005000  1  3 150.312818  1000.000000
778.002448740  3  2 1000.000000 137.042505
779.000005000  1  3 150.325546  1000.000000
779.002448757  3  2 1000.000000 137.015153
780.000005000  1  3 150.340806  1000.000000
780.002448777  3  2 1000.000000 136.982272
781.000005000  1  3 150.353513  1000.000000
781.002448793  3  2 1000.000000 136.954824
782.000005000  1  3 150.368750  1000.000000
782.002448813  3  2 1000.000000 136.921829
783.000005000  1  3 150.383972  1000.000000
783.002448833  3  2 1000.000000 136.888772
784.000005000  1  3 150.396648  1000.000000
784.002448850  3  2 1000.000000 136.861176
785.000005000  1  3 150.411846  1000.000000
785.002448870  3  2 1000.000000 136.828002
786.000005000  1  3 150.424502  1000.000000
786.002448887  3  2 1000.000000 136.800309
787.000005000  1  3 150.439676  1000.000000
787.002448907  3  2 1000.000000 136.767019
788.000005000  1  3 150.452311  1000.000000
788.002448923  3  2 1000.000000 136.739229
789.000005000  1  3 150.467460  1000.000000
789.002448943  3  2 1000.000000 136.705822
790.000005000  1  3 150.480075  1000.000000
790.002448960  3  2 1000.000000 136.677933
791.000005000  1  3 150.495201  1000.000000
791.002448980  3  2 1000.000000 136.644408
792.000005000  1  3 150.510313  1000.000000
792.002449000  3  2 1000.000000 136.610817
793.000005000  1  3 150.522897  1000.000000
793.002449017  3  2 1000.000000 136.582776
794.000005000  1  3 150.537985  1000.000000
794.002449037  3  2 1000.000000 136.549066
795.000005000  1  3 150.550549  1000.000000
795.002449053  3  2 1000.000000 136.520924
796.000005000  1  3 150.565613  1000.000000
796.002449073  3  2 1000.000000 136.487094
797.000005000  1  3 150.578157  1000.000000
797.002449090  3  2 1000.000000 136.458852
798.000005000  1  3 150.593198  1000.000000
798.002449110  3  2 1000.000000 136.424901
799.000005000  1  3 150.605721  1000.000000
799.002449127  3  2 1000.000000 136.396557
800.000005000  1  3 150.620738  1000.000000
800.002449147  3  2 1000.000000 136.362484
801.000005000  1  3 150.635742  1000.000000
801.002449167  3  2 1000.000000 136.328343
802.000005000  1  3 150.648235  1000.000000
802.002449183  3  2 1000.000000 136.299842
803.000005000  1  3 150.663215  1000.000000
803.002449203  3  2 1000.000000 136.265578
804.000005000  1  3 150.675688  1000.000000
804.002449220  3  2 1000.000000 136.236973
805.000005000  1  3 150.690645  1000.000000
805.002449240  3  2 1000.000000 136.202584
806.000005000  1  3 150.703099  1000.000000
806.002449257  3  2 1000.000000 136.173876
807.000005000  1  3 150.718031  1000.000000
807.002449277  3  2 1000.000000 136.139362
808.000005000  1  3 150.730465  1000.000000
808.002449293  3  2 1000.000000 136.110548
809.000005000  1  3 150.745375  1000.000000
809.002449313  3  2 1000.000000 136.075909
810.000005000  1  3 150.760271  1000.000000
810.002449333  3  2 1000.000000 136.041200
811.000005000  1  3 150.772675  1000.000000
811.002449350  3  2 1000.000000 136.012223
812.000005000  1  3 150.787548  1000.000000
812.002449370  3  2 1000.000000 135.977386
813.000005000  1  3 150.799933  1000.000000
813.002449387  3  2 1000.000000 135.948302
814.000005000  1  3 150.814783  1000.000000
814.002449407  3  2 1000.000000 135.913337
815.000005000  1  3 150.827148  1000.000000
815.002449423  3  2 1000.000000 135.884146
816.000005000  1  3 150.841974  1000.000000
816.002449443  3  2 1000.000000 135.849051
817.000005000  1  3 150.854320  1000.000000
817.002449460  3  2 1000.000000 135.819752
818.000005000  1  3 150.869124  1000.000000
818.002449480  3  2 1000.000000 135.784527
819.000005000  1  3 150.883914  1000.000000
819.002449500  3  2 1000.000000 135.749230
820.000005000  1  3 150.896230  1000.000000
820.002449517  3  2 1000.000000 135.719762
821.000005000  1  3 150.910998  1000.000000
821.002449537  3  2 1000.000000 135.684333
822.000005000  1  3 150.923295  1000.000000
822.002449553  3  2 1000.000000 135.654754
823.000005000  1  3 150.938040  1000.000000
823.002449573  3  2 1000.000000 135.619193
824.000005000  1  3 150.950317  1000.000000
824.002449590  3  2 1000.000000 135.589502
825.000005000  1  3 150.965039  1000.000000
825.002449610  3  2 1000.000000 135.553807
826.000005000  1  3 150.977298  1000.000000
826.002449627  3  2 1000.000000 135.524004
827.000005000  1  3 150.991997  1000.000000
827.002449647  3  2 1000.000000 135.488174
828.000005000  1  3 151.006684  1000.000000
828.002449667  3  2 1000.000000 135.452270
829.000005000  1  3 151.018913  1000.000000
829.002449683  3  2 1000.000000 135.422292
830.000005000  1  3 151.033577  1000.000000
830.002449703  3  2 1000.000000 135.386251
831.000005000  1  3 151.045787  1000.000000
831.002449720  3  2 1000.000000 135.356160
832.000005000  1  3 151.060428  1000.000000
832.002449740  3  2 1000.000000 135.319981
833.000005000  1  3 151.072620  1000.000000
833.002449757  3  2 1000.000000 135.289775
834.000005000  1  3 151.087239  1000.000000
834.002449777  3  2 1000.000000 135.253457
835.000005000  1  3 151.099411  1000.000000
835.002449793  3  2 1000.000000 135.223135
836.000005000  1  3 151.114007  1000.000000
836.002449813  3  2 1000.000000 135.186678
837.000005000  1  3 151.128591  1000.000000
837.002449833  3  2 1000.000000 135.150144
838.000005000  1  3 151.140735  1000.000000
838.002449850  3  2 1000.000000 135.119640
839.000005000  1  3 151.155297  1000.000000
839.002449870  3  2 1000.000000 135.082965
840.000005000  1  3 151.167422  1000.000000
840.002449887  3  2 1000.000000 135.052343
841.000005000  1  3 151.181961  1000.000000
841.002449907  3  2 1000.000000 135.015526
842.000005000  1  3 151.194067  1000.000000
842.002449923  3  2 1000.000000 134.984785
843.000005000  1  3 151.208584  1000.000000
843.002449943  3  2 1000.000000 134.947824
844.000005000  1  3 151.220672  1000.000000
844.002449960  3  2 1000.000000 134.916962
845.000005000  1  3 151.235167  1000.000000
845.002449980  3  2 1000.000000 134.879856
846.000005000  1  3 151.249649  1000.000000
846.002450000  3  2 1000.000000 134.842671
847.000005000  1  3 151.261709  1000.000000
847.002450017  3  2 1000.000000 134.811622
848.000005000  1  3 151.276169  1000.000000
848.002450037  3  2 1000.000000 134.774290
849.000005000  1  3 151.288211  1000.000000
849.002450053  3  2 1000.000000 134.743119
850.000005000  1  3 151.302649  1000.000000
850.002450073  3  2 1000.000000 134.705639
851.000005000  1  3 151.314672  1000.000000
851.002450090  3  2 1000.000000 134.674344
852.000005000  1  3 151.329088  1000.000000
852.002450110  3  2 1000.000000 134.636716
853.000005000  1  3 151.341093  1000.000000
853.002450127  3  2 1000.000000 134.605297
854.000005000  1  3 151.355487  1000.000000
854.002450147  3  2 1000.000000 134.567518
855.000005000  1  3 151.369870  1000.000000
855.002450167  3  2 1000.000000 134.529657
856.000005000  1  3 151.381846  1000.000000
856.002450183  3  2 1000.000000 134.498044
857.000005000  1  3 151.396207  1000.000000
857.002450203  3  2 1000.000000 134.460031
858.000005000  1  3 151.408165  1000.000000
858.002450220  3  2 1000.000000 134.428290
859.000005000  1  3 151.422504  1000.000000
859.002450240  3  2 1000.000000 134.390124
860.000005000  1  3 151.434445  1000.000000
860.002450257  3  2 1000.000000 134.358255
861.000005000  1  3 151.448762  1000.000000
861.002450277  3  2 1000.000000 134.319935
862.000005000  1  3 151.460684  1000.000000
862.002450293  3  2 1000.000000 134.287937
863.000005000  1  3 151.474980  1000.000000
863.002450313  3  2 1000.000000 134.249461
864.000005000  1  3 151.489264  1000.000000
864.002450333  3  2 1000.000000 134.210900
865.000005000  1  3 151.501158  1000.000000
865.002450350  3  2 1000.000000 134.178700
866.000005000  1  3 151.515421  1000.000000
866.002450370  3  2 1000.000000 134.139982
867.000005000  1  3 151.527298  1000.000000
867.002450387  3  2 1000.000000 134.107650
868.000005000  1  3 151.541539  1000.000000
868.002450407  3  2 1000.000000 134.068773
869.000005000  1  3 151.553397  1000.000000
869.002450423  3  2 1000.000000 134.036308
870.000005000  1  3 151.567617  1000.000000
870.002450443  3  2 1000.000000 133.997270
871.000005000  1  3 151.579458  1000.000000
871.002450460  3  2 1000.000000 133.964672
872.000005000  1  3 151.593656  1000.000000
872.002450480  3  2 1000.000000 133.925472
873.000005000  1  3 151.607843  1000.000000
873.002450500  3  2 1000.000000 133.886185
874.000005000  1  3 151.619657  1000.000000
874.002450517  3  2 1000.000000 133.853377
875.000005000  1  3 151.633822  1000.000000
875.002450537  3  2 1000.000000 133.813925
876.000005000  1  3 151.645618  1000.000000
876.002450553  3  2 1000.000000 133.780980
877.000005000  1  3 151.659763  1000.000000
877.002450573  3  2 1000.000000 133.741364
878.000005000  1  3 151.671541  1000.000000
878.002450590  3  2 1000.000000 133.708281
879.000005000  1  3 151.685664  1000.000000
879.002450610  3  2 1000.000000 133.668499
880.000005000  1  3 151.697425  1000.000000
880.002450627  3  2 1000.000000 133.635277
881.000005000  1  3 151.711527  1000.000000
881.002450647  3  2 1000.000000 133.595326
882.000005000  1  3 151.725618  1000.000000
882.002450667  3  2 1000.000000 133.555284
883.000005000  1  3 151.737352  1000.000000
883.002450683  3  2 1000.000000 133.521844
884.000005000  1  3 151.751422  1000.000000
884.002450703  3  2 1000.000000 133.481632
885.000005000  1  3 151.763138  1000.000000
885.002450720  3  2 1000.000000 133.448050
886.000005000  1  3 151.777188  1000.000000
886.002450740  3  2 1000.000000 133.407666
887.000005000  1  3 151.788887  1000.000000
887.002450757  3  2 1000.000000 133.373941
888.000005000  1  3 151.802915  1000.000000
888.002450777  3  2 1000.000000 133.333384
889.000005000  1  3 151.814597  1000.000000
889.002450793  3  2 1000.000000 133.299515
890.000005000  1  3 151.828604  1000.000000
890.002450813  3  2 1000.000000 133.258784
891.000005000  1  3 151.842601  1000.000000
891.002450833  3  2 1000.000000 133.217957
892.000005000  1  3 151.854256  1000.000000
892.002450850  3  2 1000.000000 133.183861
893.000005000  1  3 151.868231  1000.000000
893.002450870  3  2 1000.000000 133.142858
894.000005000  1  3 151.879869  1000.000000
894.002450887  3  2 1000.000000 133.108614
895.000005000  1  3 151.893824  1000.000000
895.002450907  3  2 1000.000000 133.067432
896.000005000  1  3 151.905445  1000.000000
896.002450923  3  2 1000.000000 133.033040
897.000005000  1  3 151.919379  1000.000000
897.002450943  3  2 1000.000000 132.991678
898.000005000  1  3 151.930983  1000.000000
898.002450960  3  2 1000.000000 132.957135
899.000005000  1  3 151.944897  1000.000000
899.002450980  3  2 1000.000000 132.915592
